Width,Page,Left,Top,Height,Text,Font,Size,Font Count
338,60,180,687,13,"the value of all work done in accordance with the Subcontract up to the date 
",ArialMT,13.26,1
226,60,180,675,13,"stated in the Taking-Over Certificate for the Works; 
",ArialMT,13.26,1
314,60,180,658,13,"any further sums for which the Subcontractor considers to be due; and 
",ArialMT,13.26,1
323,60,180,640,13,"an estimate of any other amounts which the Subcontractor considers will 
",ArialMT,13.26,1
317,60,180,629,13,"become due to him under the Subcontract. Estimated amounts shall be 
",ArialMT,13.26,1
222,60,180,617,13,"shown separately in this Statement at completion. 
",ArialMT,13.26,1
15,60,108,600,13,"(b) 
",ArialMT,13.26,1
363,60,144,600,13,"The Contractor’s Representative shall then certify in accordance with Clause 14.5 
",ArialMT,13.26,1
175,60,144,588,13,"(Issue of Interim Payment Certificates). 
",ArialMT,13.26,1
231,60,72,571,13,"14.10  Application for Final Payment Certificate 
",Arial-BoldMT,13.88,1
15,60,108,553,13,"(a) 
",ArialMT,13.26,1
15,60,107,362,13,"(b) 
",ArialMT,13.26,1
14,60,108,310,13,"(c) 
",ArialMT,13.26,1
15,60,108,269,13,"(d) 
",ArialMT,13.26,1
15,60,108,206,13,"(e) 
",ArialMT,13.26,1
364,60,144,553,13,"Within fifty(50) days after receiving the Performance Certificate, the Subcontractor 
",ArialMT,13.26,1
340,60,144,542,13,"shall submit, to the Contractor’s Representative, six (6) copies of a draft final 
",ArialMT,13.26,1
360,60,144,530,13,"statement with supporting documents showing in detail in a form approved by the 
",ArialMT,13.26,1
129,60,144,519,13,"Contractor’s Representative: 
",ArialMT,13.26,1
11,60,144,501,13,"(i) 
",ArialMT,13.26,1
13,60,144,484,13,"(ii) 
",ArialMT,13.26,1
280,60,180,501,13,"the value of all work done in accordance with the Subcontract;  
",ArialMT,13.26,1
335,60,180,484,13,"any further sums which the Subcontractor considers to be due to him under 
",ArialMT,13.26,1
135,60,180,472,13,"the Subcontract or otherwise;  
",ArialMT,13.26,1
316,60,180,455,13,"a statement signed by the “chief executive officer” (or equivalent) of the 
",ArialMT,13.26,1
316,60,180,443,13,"Subcontractor that all Sub-Subcontractors have been paid in respect of 
",ArialMT,13.26,1
314,60,180,432,13,"payments made by the Contractor to the Subcontractor under previous 
",ArialMT,13.26,1
117,60,179,420,13,"Payment Certificates; and 
",ArialMT,13.26,1
338,60,180,403,13,"a statement signed by the project director of the Subcontractor certifying the 
",ArialMT,13.26,1
339,60,180,391,13,"accuracy of the statement, including the amount of the payment request and 
",ArialMT,13.26,1
137,60,180,380,13,"the supporting documentation. 
",ArialMT,13.26,1
16,60,144,455,13,"(iii) 
",ArialMT,13.26,1
16,60,143,403,13,"(iv) 
",ArialMT,13.26,1
369,60,144,362,13,"If the Contractor or Contractor’s Representative disagrees with or cannot verify any 
",ArialMT,13.26,1
333,60,144,350,13,"part of the draft final statement, the Subcontractor shall submit such further 
",ArialMT,13.26,1
377,60,144,339,13,"information as the Contractor or Contractor’s Representative may reasonably require 
",ArialMT,13.26,1
363,60,144,328,13,"and shall make such changes in the draft as may be agreed between the Parties.  
",ArialMT,13.26,1
373,60,144,310,13,"The Subcontractor shall then prepare and submit to the Contractor’s Representative 
",ArialMT,13.26,1
369,60,144,299,13,"the final statement as agreed by the Parties. This agreed statement is referred to in 
",ArialMT,13.26,1
186,60,144,287,13,"this Subcontract as the “Final Statement”. 
",ArialMT,13.26,1
369,60,144,269,13,"However if, following discussions between the Contractor’s Representative and the 
",ArialMT,13.26,1
364,60,144,258,13,"Parties and any changes to the draft final statement which are agreed, it becomes 
",ArialMT,13.26,1
355,60,144,247,13,"evident that a dispute exists, the Contractor’s Representative shall deliver to the 
",ArialMT,13.26,1
370,60,144,235,13,"Contractor (with a copy to the Subcontractor) an Interim Payment Certificate for the 
",ArialMT,13.26,1
182,60,144,224,13,"agreed parts of the draft final statement.  
",ArialMT,13.26,1
358,60,144,206,13,"Thereafter, if the dispute is finally resolved under Clause 20 (Claims and Dispute 
",ArialMT,13.26,1
381,60,144,194,13,"Resolution), the Subcontractor shall then prepare and submit to the Contractor (with a 
",ArialMT,13.26,1
264,60,144,183,13,"copy to the Contractor’s Representative) a Final Statement. 
",ArialMT,13.26,1
87,60,72,166,13,"14.11  Discharge 
",Arial-BoldMT,13.88,1
411,60,108,148,13,"When submitting the Final Statement, the Subcontractor shall submit a written discharge in a 
",ArialMT,13.26,1
373,60,108,136,13,"form approved by the Contractor which confirms that the total of the Final Statement 
",ArialMT,13.26,1
379,60,108,125,13,"represents full and final settlement of all moneys due to the Subcontractor under or in 
",ArialMT,13.26,1
152,60,108,113,13,"connection with the Subcontract.   
",ArialMT,13.26,1
408,60,108,96,13,"This discharge may state that it becomes effective when the Subcontractor has received the 
",ArialMT,13.26,1
409,60,108,85,13,"Performance Security and the outstanding balance of this total, in which event the discharge 
",ArialMT,13.26,1
142,60,108,73,13,"shall be effective on such date.  
",ArialMT,13.26,1
235,60,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,60,513,32,11,"54 
",ArialMT,11.98,1
27,61,72,785,13,"14.12 
",Arial-BoldMT,13.88,1
162,61,107,785,13,"Issue of Final Payment Certificate 
",Arial-BoldMT,13.88,1
15,61,107,768,13,"(a) 
",ArialMT,13.26,1
380,61,144,768,13,"Within thirty-five (35) days after receiving the Final Statement and written discharge in 
",ArialMT,13.26,1
342,61,143,756,13,"accordance with Clause 14.10 (Sufficiency of the Subcontract Price, Time for 
",ArialMT,13.26,1
361,61,143,745,13,"Completion) and Clause 14.11 (Discharge), the Contractor’s Representative shall 
",ArialMT,13.26,1
318,61,143,733,13,"issue, to the Contractor, the Final Payment Certificate which shall state: 
",ArialMT,13.26,1
11,61,143,716,13,"(i) 
",ArialMT,13.26,1
13,61,143,698,13,"(ii) 
",ArialMT,13.26,1
338,61,179,716,13,"the amount which is finally due to Subcontractor under the Subcontract; and 
",ArialMT,13.26,1
188,61,179,698,13,"after giving credit to the Subcontractor for: 
",ArialMT,13.26,1
16,61,179,681,13,"(A) 
",ArialMT,13.26,1
16,61,179,663,13,"(B) 
",ArialMT,13.26,1
205,61,215,681,13,"all amounts previously paid by the Contractor; 
",ArialMT,13.26,1
281,61,215,663,13,"all sums to which the Contractor is entitled to payment from the 
",ArialMT,13.26,1
191,61,215,652,13,"Subcontractor under the Subcontract; and  
",ArialMT,13.26,1
309,61,215,634,13,"all sums which the Contractor is entitled to withhold from payments to 
",ArialMT,13.26,1
292,61,215,623,13,"the Subcontractor under the Subcontract, the balance (if any) due 
",ArialMT,13.26,1
309,61,215,611,13,"from the Contractor to the Subcontractor or from the Subcontractor to 
",ArialMT,13.26,1
160,61,215,600,13,"the Contractor, as the case may be. 
",ArialMT,13.26,1
16,61,179,634,13,"(C) 
",ArialMT,13.26,1
15,61,107,519,13,"(b) 
",ArialMT,13.26,1
379,61,143,582,13,"For the avoidance of doubt, the Contractor’s Representative may withhold issuing the 
",ArialMT,13.26,1
374,61,143,571,13,"Final Payment Certificate until all requirements in the Financing Agreements relating 
",ArialMT,13.26,1
375,61,143,559,13,"to such payment (including, if applicable, the requirement of Financiers’ independent 
",ArialMT,13.26,1
379,61,143,548,13,"evaluator certifying the achievement of the applicable Payment Milestone) have been 
",ArialMT,13.26,1
42,61,143,536,13,"satisfied. 
",ArialMT,13.26,1
362,61,143,519,13,"If the Subcontractor has not applied for a Final Payment Certificate in accordance 
",ArialMT,13.26,1
349,61,143,507,13,"with Clause 14.10 (Application for Final Payment Certificate) and Clause 14.11 
",ArialMT,13.26,1
366,61,143,496,13,"(Discharge), the Contractor’s Representative shall request the Subcontractor to do 
",ArialMT,13.26,1
366,61,143,484,13,"so.  If the Subcontractor fails to submit an application within a period of twenty-five 
",ArialMT,13.26,1
371,61,143,473,13,"(25) days, the Contractor’s Representative shall issue the Final Payment Certificate 
",ArialMT,13.26,1
225,61,143,461,13,"for such amount as he fairly determines to be due. 
",ArialMT,13.26,1
201,61,71,444,13,"14.13  Cessation of Contractor’s Liability 
",Arial-BoldMT,13.88,1
15,61,107,426,13,"(a) 
",ArialMT,13.26,1
374,61,143,426,13,"Upon making payment on the amount agreed by Contractor and certified in the Final 
",ArialMT,13.26,1
365,61,143,415,13,"Payment Certificate, the Contractor shall not be liable to the Subcontractor for any 
",ArialMT,13.26,1
353,61,143,403,13,"matter or thing under or in connection with the Subcontract or the design (to the 
",ArialMT,13.26,1
371,61,143,392,13,"extent required by the Subcontract), execution and completion of the Works, except 
",ArialMT,13.26,1
366,61,143,380,13,"to the extent that the Subcontractor shall have included an amount expressly for it: 
",ArialMT,13.26,1
11,61,143,362,13,"(i) 
",ArialMT,13.26,1
13,61,143,345,13,"(ii) 
",ArialMT,13.26,1
142,61,179,362,13,"in the Final Statement; and also 
",ArialMT,13.26,1
309,61,179,345,13,"(except for matters or things arising after the issue of the Taking-Over 
",ArialMT,13.26,1
340,61,179,334,13,"Certificate for the Works) in the Statement at completion described in Clause 
",ArialMT,13.26,1
143,61,179,322,13,"14.9 (Statement at Completion). 
",ArialMT,13.26,1
15,61,107,305,13,"(b) 
",ArialMT,13.26,1
359,61,143,305,13,"However, this Clause 14.13 (Cessation of Contractor’s Liability) shall not limit the 
",ArialMT,13.26,1
382,61,143,293,13,"Contractor’s liability under its indemnification obligations, or the Contractor’s liability in 
",ArialMT,13.26,1
348,61,143,281,13,"any case of fraud, deliberate default or reckless misconduct by the Contractor. 
",ArialMT,13.26,1
147,61,71,264,13,"14.14  Currencies of Payment 
",Arial-BoldMT,13.88,1
15,61,107,247,13,"(a) 
",ArialMT,13.26,1
15,61,107,229,13,"(b) 
",ArialMT,13.26,1
269,61,143,247,13,"The Subcontract Price shall be paid in United States Dollars. 
",ArialMT,13.26,1
365,61,143,229,13,"Payment of the damages specified in the Subcontract Particulars shall be made in 
",ArialMT,13.26,1
98,61,143,218,13,"United States Dollars. 
",ArialMT,13.26,1
151,61,71,200,13,"14.15  Payments to Contractor 
",Arial-BoldMT,13.88,1
385,61,107,182,13,"With respect to any amounts payable by the Subcontractor to the Contractor under this 
",ArialMT,13.26,1
267,61,107,171,13,"Subcontract, the Contractor, at its absolute discretion, may:  
",ArialMT,13.26,1
15,61,107,154,13,"(a) 
",ArialMT,13.26,1
348,61,143,154,13,"invoice the Subcontractor for such amounts owed to the Contractor, and within 
",ArialMT,13.26,1
381,61,143,142,13,"twenty-five (25) days of the Subcontractor’s receipt of such invoice, the Subcontractor 
",ArialMT,13.26,1
215,61,143,130,13,"shall pay the Contractor such invoiced amounts; 
",ArialMT,13.26,1
373,61,144,113,13,"withhold such amounts owed to the Contractor from amounts that are otherwise due 
",ArialMT,13.26,1
150,61,144,102,13,"and payable to Subcontractor; or  
",ArialMT,13.26,1
345,61,144,84,13,"draw such amounts owed to the Contractor against the Performance Security. 
",ArialMT,13.26,1
15,61,108,113,13,"(b) 
",ArialMT,13.26,1
14,61,108,84,13,"(c) 
",ArialMT,13.26,1
235,61,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,61,513,32,11,"55 
",ArialMT,11.98,1
17,62,72,785,14,"15. 
",Arial-BoldMT,14.72,1
119,62,72,767,13,"15.1  Notice to Correct 
",Arial-BoldMT,13.88,1
128,62,108,785,13,"Termination by Contractor 
",Arial-BoldMT,13.88,1
15,62,108,750,13,"(a) 
",ArialMT,13.26,1
15,62,108,698,13,"(b) 
",ArialMT,13.26,1
14,62,108,634,13,"(c) 
",ArialMT,13.26,1
15,62,108,594,13,"(d) 
",ArialMT,13.26,1
15,62,108,553,13,"(e) 
",ArialMT,13.26,1
348,62,144,750,13,"If the Subcontractor fails to carry out any obligation under the Subcontract, the 
",ArialMT,13.26,1
378,62,144,738,13,"Contractor or Contractor’s Representative may by notice require the Subcontractor to 
",ArialMT,13.26,1
360,62,144,727,13,"make good the failure and to remedy it within a reasonable time specified in such 
",ArialMT,13.26,1
32,62,144,715,13,"notice. 
",ArialMT,13.26,1
351,62,144,698,13,"Without limiting the foregoing, the Contractor may request the Subcontractor to 
",ArialMT,13.26,1
370,62,144,686,13,"submit a revised programme and a supporting cure plan in accordance with Clause 
",ArialMT,13.26,1
352,62,144,675,13,"9.5 (Rate of Progress) describing the revised methods which the Subcontractor 
",ArialMT,13.26,1
358,62,144,663,13,"proposes to adopt in order to cure the breach and complete the Works within the 
",ArialMT,13.26,1
95,62,144,652,13,"Time for Completion. 
",ArialMT,13.26,1
353,62,144,634,13,"Unless the Contractor or the Contractor’s Representative notifies otherwise, the 
",ArialMT,13.26,1
362,62,144,623,13,"Subcontractor must adhere to the cure plan and remedy the failure at the risk and 
",ArialMT,13.26,1
118,62,144,611,13,"cost of the Subcontractor.  
",ArialMT,13.26,1
366,62,144,594,13,"If the Subcontractor fails to cure the breach or otherwise fails to adhere to the cure 
",ArialMT,13.26,1
348,62,144,582,13,"plan, the Contractor may take any action it considers appropriate to rectify that 
",ArialMT,13.26,1
198,62,144,571,13,"breach or mitigate the effects of that breach. 
",ArialMT,13.26,1
374,62,144,553,13,"If such breach causes the Contractor and / or Employer to incur additional costs, the 
",ArialMT,13.26,1
371,62,144,542,13,"Subcontractor must pay these costs to the Contractor, in addition to delay damages 
",ArialMT,13.26,1
375,62,144,530,13,"(if any) under Clause 9.6 (Delay Damages). In addition, the Contractor may exercise 
",ArialMT,13.26,1
246,62,144,519,13,"its right under Clause 15.2 (Termination by Contractor). 
",ArialMT,13.26,1
22,62,72,501,13,"15.2 
",Arial-BoldMT,13.88,1
127,62,108,501,13,"Termination by Contractor 
",Arial-BoldMT,13.88,1
15,62,108,484,13,"(a) 
",ArialMT,13.26,1
345,62,144,484,13,"In addition to the Contractor’s termination rights stated other provisions of this 
",ArialMT,13.26,1
374,62,144,472,13,"Subcontract, the Contractor is entitled to terminate the Subcontract without the need 
",ArialMT,13.26,1
166,62,144,461,13,"for a court order if the Subcontractor: 
",ArialMT,13.26,1
11,62,144,443,13,"(i) 
",ArialMT,13.26,1
329,62,180,443,13,"fails to comply with Clause 4.3 (Performance Security) with a notice under 
",ArialMT,13.26,1
143,62,180,432,13,"Clause 15.1 (Notice to Correct); 
",ArialMT,13.26,1
331,62,180,414,13,"abandons the Works or otherwise plainly demonstrates the intention not to 
",ArialMT,13.26,1
280,62,180,403,13,"continue performance of its obligations under the Subcontract;  
",ArialMT,13.26,1
144,62,180,385,13,"without reasonable excuse fails: 
",ArialMT,13.26,1
16,62,180,368,13,"(A) 
",ArialMT,13.26,1
246,62,216,368,13,"to proceed with the Works in accordance with Clause 9 
",ArialMT,13.26,1
207,62,216,356,13,"(Commencement, Delays and Suspension); or 
",ArialMT,13.26,1
277,62,215,339,13,"to comply with a notice issued under Clause 8.5 (Rejection) or 
",ArialMT,13.26,1
282,62,215,327,13,"Clause 8.6 (Remedial Work), within twenty-eight (28) days after 
",ArialMT,13.26,1
53,62,215,316,13,"receiving it; 
",ArialMT,13.26,1
16,62,180,339,13,"(B) 
",ArialMT,13.26,1
290,62,180,298,13,"assigns or otherwise transfers (or seeks to assign or transfer) the 
",ArialMT,13.26,1
186,62,180,287,13,"Subcontract in breach of the Subcontract; 
",ArialMT,13.26,1
127,62,180,269,13,"suffers an Insolvency Event; 
",ArialMT,13.26,1
221,62,180,252,13,"fails to comply with Clause 4.27 (Prohibited Acts); 
",ArialMT,13.26,1
325,62,179,234,13,"suspends the Works, otherwise than as permitted under the Subcontract; 
",ArialMT,13.26,1
329,62,179,217,13,"fails to pay any sum due and payable to the Contractor within the required 
",ArialMT,13.26,1
340,62,179,205,13,"time under the Subcontract (and the amount available to be drawn under the 
",ArialMT,13.26,1
255,62,179,194,13,"Performance Security is less than such payable amount); 
",ArialMT,13.26,1
305,62,179,176,13,"receives a notice from the Contractor’s Representative stating, in the 
",ArialMT,13.26,1
343,62,179,165,13,"Contractor’s Representative’s reasonable opinion, that the Subcontractor has 
",ArialMT,13.26,1
334,62,179,153,13,"become liable to pay the maximum amount of delay damages referred to in 
",ArialMT,13.26,1
145,62,179,142,13,"Clause 9.6 (Delay Damages); or 
",ArialMT,13.26,1
309,62,180,124,13,"fails to maintain any of the insurances required pursuant to Clause 18 
",ArialMT,13.26,1
141,62,180,113,13,"(Insurance) of this Subcontract. 
",ArialMT,13.26,1
328,62,179,95,13,"in case of termination of the Main Contract between the Employer and the 
",ArialMT,13.26,1
198,62,179,84,13,"Main Contractor irrespectively of the reason. 
",ArialMT,13.26,1
13,62,144,414,13,"(ii) 
",ArialMT,13.26,1
16,62,144,385,13,"(iii) 
",ArialMT,13.26,1
16,62,143,298,13,"(iv) 
",ArialMT,13.26,1
14,62,143,269,13,"(v) 
",ArialMT,13.26,1
16,62,143,252,13,"(vi) 
",ArialMT,13.26,1
18,62,143,234,13,"(vii) 
",ArialMT,13.26,1
21,62,143,217,13,"(viii) 
",ArialMT,13.26,1
16,62,143,176,13,"(ix) 
",ArialMT,13.26,1
14,62,144,124,13,"(x) 
",ArialMT,13.26,1
16,62,143,95,13,"(xi) 
",ArialMT,13.26,1
235,62,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,62,513,32,11,"56 
",ArialMT,11.98,1
22,63,71,346,13,"15.3 
",Arial-BoldMT,13.88,1
22,63,71,265,13,"15.4 
",Arial-BoldMT,13.88,1
15,63,108,785,13,"(b) 
",ArialMT,13.26,1
14,63,108,733,13,"(c) 
",ArialMT,13.26,1
15,63,107,681,13,"(d) 
",ArialMT,13.26,1
15,63,107,513,13,"(e) 
",ArialMT,13.26,1
12,63,107,473,13,"(f) 
",ArialMT,13.26,1
15,63,107,409,13,"(g) 
",ArialMT,13.26,1
372,63,144,785,13,"If Clause 15.2(a) (Termination by ) applies, the Contractor may, upon giving ten (10) 
",ArialMT,13.26,1
330,63,144,774,13,"days’ notice to the Subcontractor, terminate the Subcontract and expel the 
",ArialMT,13.26,1
338,63,144,762,13,"Subcontractor from the Site. However, in the case of Clauses 15.2(a)(v) and 
",ArialMT,13.26,1
357,63,144,751,13,"15.2(a)(vi), the Contractor may by notice terminate the Subcontract immediately. 
",ArialMT,13.26,1
368,63,144,733,13,"Additionally, the Contractor is entitled to terminate the Subcontract for convenience 
",ArialMT,13.26,1
357,63,144,722,13,"subject to prior written 14-days-notice. The Contractor’s election to terminate the 
",ArialMT,13.26,1
335,63,143,710,13,"Subcontract shall not prejudice any other rights of the Contractor, under the 
",ArialMT,13.26,1
116,63,143,699,13,"Subcontract or otherwise. 
",ArialMT,13.26,1
380,63,143,681,13,"After a notice of termination under this Clause 15.2 (Termination by ) has taken effect, 
",ArialMT,13.26,1
148,63,143,670,13,"the Subcontractor shall promptly: 
",ArialMT,13.26,1
11,63,143,652,13,"(i) 
",ArialMT,13.26,1
338,63,179,652,13,"cease all further work, except for such work as may have been instructed by 
",ArialMT,13.26,1
321,63,179,641,13,"the Contractor for the protection of life or property or for the safety of the 
",ArialMT,13.26,1
124,63,179,629,13,"Works, and vacate the Site; 
",ArialMT,13.26,1
335,63,179,612,13,"deliver to the Contractor all Records, all Permits and other documents to be 
",ArialMT,13.26,1
240,63,179,600,13,"provided under the Subcontract by the Subcontractor; 
",ArialMT,13.26,1
326,63,179,583,13,"deliver to the Contractor any required Goods and remove all other Goods 
",ArialMT,13.26,1
343,63,179,571,13,"from the Site, except as may be necessary for safety and leave the Site or as 
",ArialMT,13.26,1
228,63,179,560,13,"may be otherwise instructed by the Contractor; and 
",ArialMT,13.26,1
318,63,179,542,13,"if requested by the Contractor, novate or transfer any subcontract to the 
",ArialMT,13.26,1
108,63,179,531,13,"Contractor or Employer. 
",ArialMT,13.26,1
13,63,143,612,13,"(ii) 
",ArialMT,13.26,1
16,63,143,583,13,"(iii) 
",ArialMT,13.26,1
16,63,143,542,13,"(iv) 
",ArialMT,13.26,1
359,63,143,513,13,"After termination, the Contractor may complete the Works and/or arrange for any 
",ArialMT,13.26,1
365,63,143,502,13,"other entities to do so. The Contractor and these entities may then use any Goods 
",ArialMT,13.26,1
288,63,143,490,13,"and other documents made by or on behalf of the Subcontractor. 
",ArialMT,13.26,1
377,63,143,473,13,"Upon termination, the Contractor may take possession of Subcontractor’s Equipment 
",ArialMT,13.26,1
381,63,143,461,13,"or Temporary Works, and when such items are no longer needed by the Contractor or 
",ArialMT,13.26,1
371,63,143,449,13,"other persons or entities completing the Works, the Contractor shall give notice that 
",ArialMT,13.26,1
339,63,143,438,13,"the Subcontractor’s Equipment and Temporary Works will be released to the 
",ArialMT,13.26,1
152,63,143,427,13,"Subcontractor at or near the Site.  
",ArialMT,13.26,1
364,63,143,409,13,"The Subcontractor shall promptly arrange their removal, at the risk and cost of the 
",ArialMT,13.26,1
346,63,143,398,13,"Subcontractor. However, if by this time the Subcontractor has failed to make a 
",ArialMT,13.26,1
377,63,143,386,13,"payment due to the Contractor, these items may be sold by the Contractor in order to 
",ArialMT,13.26,1
335,63,143,374,13,"recover this payment. Any balance of the proceeds shall then be paid to the 
",ArialMT,13.26,1
67,63,143,363,13,"Subcontractor. 
",ArialMT,13.26,1
154,63,107,346,13,"Valuation at Date of Termination 
",Arial-BoldMT,13.88,1
407,63,107,328,13,"As soon as practicable after a notice of termination under Clause 15.2 (Termination by ) has 
",ArialMT,13.26,1
398,63,107,317,13,"taken effect, the Contractor’s Representative shall proceed in accordance with Clause 3.9 
",ArialMT,13.26,1
414,63,107,305,13,"(Determinations) to agree or determine the value of the Works and any other sums due to the 
",ArialMT,13.26,1
391,63,107,293,13,"Subcontractor for work executed in accordance with the Subcontract through the date of 
",ArialMT,13.26,1
54,63,107,282,13,"termination. 
",ArialMT,13.26,1
127,63,107,265,13,"Payment after Termination 
",Arial-BoldMT,13.88,1
379,63,107,247,13,"After a notice of termination under Clause 15.2 (Termination by ) has taken effect, the 
",ArialMT,13.26,1
73,63,107,235,13,"Contractor may: 
",ArialMT,13.26,1
15,63,107,218,13,"(a) 
",ArialMT,13.26,1
332,63,143,218,13,"withhold further payments to the Subcontractor until the costs of execution, 
",ArialMT,13.26,1
370,63,143,206,13,"completion and remedying of any defects, damages for delay in completion (if any), 
",ArialMT,13.26,1
379,63,143,195,13,"and all other costs incurred by the Contractor and / Employer, have been established; 
",ArialMT,13.26,1
31,63,143,184,13,"and/or 
",ArialMT,13.26,1
372,63,143,166,13,"recover from the Subcontractor any losses and damages incurred by the Contractor 
",ArialMT,13.26,1
365,63,143,154,13,"and any extra costs of completing the Works, after allowing for any sum due to the 
",ArialMT,13.26,1
375,63,143,143,13,"Subcontractor under Clause 15.3 (Valuation at Date of Termination). After recovering 
",ArialMT,13.26,1
369,63,144,132,13,"any such losses, damages and extra costs, the Contractor shall pay any balance to 
",ArialMT,13.26,1
83,63,144,120,13,"the Subcontractor. 
",ArialMT,13.26,1
15,63,107,166,13,"(b) 
",ArialMT,13.26,1
111,63,72,103,13,"15.5  UAE Civil Code 
",Arial-BoldMT,13.88,1
403,63,108,85,13,"The Subcontractor expressly acknowledges and agrees that it consents to the Contractor’s 
",ArialMT,13.26,1
382,63,108,74,13,"entitlement to terminate the Subcontract pursuant Clauses 12.4(b) (Failure to Remedy 
",ArialMT,13.26,1
235,63,72,32,10,"Subcontract for the Al Reem Island Integrated Health Care Center 
",ArialMT,10.7,1
12,63,513,32,11,"57 
",ArialMT,11.98,1
17,64,72,733,14,"16. 
",Arial-BoldMT,14.72,1
22,64,71,715,13,"16.1 
",Arial-BoldMT,13.88,1
22,64,71,357,13,"16.2 
",Arial-BoldMT,13.88,1
395,64,108,785,13,"Defects) and 15 (Termination by ) in accordance with the meaning of consent and mutual 
",ArialMT,13.26,1
398,64,108,774,13,"consent as contemplated under the UAE Civil Code. The Contractor is entitled to exercise 
",ArialMT,13.26,1
389,64,108,762,13,"such recourse without the need to obtain a court order in accordance with the UAE Civil 
",ArialMT,13.26,1
29,64,108,751,13,"Code. 
",ArialMT,13.26,1
225,64,108,733,13,"Suspension and Termination by Subcontractor 
",Arial-BoldMT,13.88,1
221,64,108,715,13,"Subcontractor’s Entitlement to Suspend Work 
",Arial-BoldMT,13.88,1
15,64,108,698,13,"(a) 
",ArialMT,13.26,1
354,64,144,698,13,"If the Contractor’s Representative fails to certify in accordance with Clause 14.5 
",ArialMT,13.26,1
371,64,144,686,13,"(Issue of Interim Payment Certificates) or the Contractor fails to comply with Clause 
",ArialMT,13.26,1
374,64,144,675,13,"14.6 (Payment), the Subcontractor may, after giving not less than forty-five(45) days’ 
",ArialMT,13.26,1
369,64,144,663,13,"notice to the Contractor, suspend work (or reduce the rate of work) unless and until 
",ArialMT,13.26,1
376,64,144,652,13,"the Subcontractor has received the Payment Certificate or payment of all undisputed 
",ArialMT,13.26,1
271,64,144,640,13,"amounts, as the case may be and as described in the notice. 
",ArialMT,13.26,1
366,64,144,623,13,"The Subcontractor’s action shall not prejudice its entitlements to termination under 
",ArialMT,13.26,1
136,64,144,611,13,"Clause 16.2 (Termination by ). 
",ArialMT,13.26,1
374,64,144,594,13,"If the Subcontractor subsequently receives such Payment Certificate or payment (as 
",ArialMT,13.26,1
364,64,144,582,13,"described in the relevant Clause and in the above notice) before giving a notice of 
",ArialMT,13.26,1
379,64,144,571,13,"termination, the Subcontractor shall resume normal working as soon as is reasonably 
",ArialMT,13.26,1
53,64,144,559,13,"practicable. 
",ArialMT,13.26,1
347,64,144,542,13,"Only if the Subcontractor suffers critical delay and/or incurs Cost as a result of 
",ArialMT,13.26,1
369,64,144,530,13,"suspending work (or reducing the rate of work) in accordance with this Clause 16.1 
",ArialMT,13.26,1
380,64,144,519,13,"(Subcontractor’s Entitlement to Suspend Work), shall it give notice to the Contractor’s 
",ArialMT,13.26,1
347,64,144,507,13,"Representative and shall be entitled subject to Clause 20 (Claims and Dispute 
",ArialMT,13.26,1
67,64,144,496,13,"Resolution) to: 
",ArialMT,13.26,1
11,64,144,478,13,"(i) 
",ArialMT,13.26,1
332,64,180,478,13,"an extension the Time for Completion to the extent permitted under Clause 
",ArialMT,13.26,1
195,64,180,467,13,"9.4 (Extension of Time for Completion); and 
",ArialMT,13.26,1
309,64,180,449,13,"payment of any such Costs to the extent permitted under Clause 14.3 
",ArialMT,13.26,1
309,64,180,438,13,"(Adjustments to the Subcontract Price), which shall be included in the 
",ArialMT,13.26,1
84,64,180,426,13,"Subcontract Price. 
",ArialMT,13.26,1
13,64,144,449,13,"(ii) 
",ArialMT,13.26,1
15,64,107,623,13,"(b) 
",ArialMT,13.26,1
14,64,108,594,13,"(c) 
",ArialMT,13.26,1
15,64,108,542,13,"(d) 
",ArialMT,13.26,1
15,64,107,409,13,"(e) 
",ArialMT,13.26,1
369,64,143,409,13,"After receiving notice under Clause 20.1 (Subcontractor’s Claims), the Contractor’s 
",ArialMT,13.26,1
364,64,143,397,13,"Representative shall proceed in accordance with Clause 3.9 (Determinations) and 
",ArialMT,13.26,1
336,64,143,386,13,"this Clause 16.1 (Subcontractor’s Entitlement to Suspend Work) to agree or 
",ArialMT,13.26,1
113,64,143,374,13,"determine these matters. 
",ArialMT,13.26,1
144,64,107,357,13,"Termination by Subcontractor 
",Arial-BoldMT,13.88,1
15,64,107,339,13,"(a) 
",ArialMT,13.26,1
296,64,143,339,13,"The Subcontractor shall be entitled to terminate the Subcontract if: 
",ArialMT,13.26,1
11,64,143,322,13,"(i) 
",ArialMT,13.26,1
13,64,144,281,13,"(ii) 
",ArialMT,13.26,1
16,64,144,252,13,"(iii) 
",ArialMT,13.26,1
330,64,179,322,13,"the Subcontractor has lawfully exercised its right to suspend under Clause 
",ArialMT,13.26,1
318,64,179,310,13,"16.1 (Subcontractor’s Entitlement to Suspend Work) and such period of 
",ArialMT,13.26,1
179,64,179,299,13,"suspension has exceeded 70 (70) days; 
",ArialMT,13.26,1
