,Width,Page,Left,Top,Height,Text,Font,Size,Font Count,Is_Bullet,Heading,TOC,SScore,TextCount,IsCapital,Preds,Probs
20065,55,27,101,233,10,"indicators;		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20066,370,27,83,220,11,"  Participate	in	the	development	of	EHS	strategy	and	implementation	plans;		
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20067,409,27,83,206,11,"  And	participate	in	the	development	and	awareness	of	EHS	policies	and	procedures.	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20069,8,27,83,134,11," 
",ArialMT HIPMII+SymbolMT,10,2,0,0,0,0,,0,,
20070,388,27,101,134,10,"Include	EHS	requirements	in	tender	and	procurement	procedures	and	documents;	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20071,459,27,83,121,11,"  And	ensure	EHS	performance	is	included	when	evaluating	and	monitoring	service	providers	/	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20072,159,27,101,108,10,"contractors	overall	performance.		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20074,449,28,83,646,11,"  Provide	appropriate	supervision;	identify	risks	and	hazards	arising	from	projects	and	activi‐
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20075,24,28,101,633,10,"ties;		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20076,461,28,83,619,11,"  Prepare	and	implement	identified	control	measures;	and	provide	appropriate	personal	protec‐
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20077,181,28,101,606,10,"tive	equipment	to	relevant	personnel.		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20079,319,28,83,551,11,"  Ensure	safe	designs	and	construction	of	buildings	and	facilities;		
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20080,252,28,83,537,11,"  Maintain	buildings	and	facilities	in	a	safe	manner;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20081,385,28,83,524,11,"  Prepare	building	maintenance	plans	detailing	activities,	protocols	and	budget;	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20082,319,28,83,510,11,"  Prepare	for	and	participate	in	the	management	of	emergencies;		
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20083,395,28,83,497,11,"  And	provide	expert	information	and	advice	in	building	and	facilities	EHS	issues.		
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20085,41,29,65,629,10,"Project:		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20086,275,29,171,629,10,"Design	and	Build	of	Al‐Reem	Integrated	Healthcare	Center	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20087,61,29,65,604,10,"Start	Date:		 	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20088,64,29,171,604,10,"14/05/2018		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20089,86,29,65,578,10,"Completion	Date:		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20090,123,29,160,578,10,"	 April	/2021	(Expected)	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20091,35,29,65,552,10,"Client:		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20092,113,29,171,552,10,"BlueApple	Hospital	LLC	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20093,84,29,65,526,10,"Main	Contractor:		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20094,191,29,168,526,10,"	VAMED	Engineering	GmbH	–	Abu	Dhabi	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20095,328,29,65,500,10,"Location	of	Project:		 Plot	RT6‐C38,	Al‐Reem	Island,	Abu	Dhabi,	UAE.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20102,20,30,71,285,10,"TBD	
",HIPIAD+Cambria,10,1,0,0,0,0,,1,,
20104,432,31,65,652,10,"MINIMUM	CONTENT	OF	SITE	INDUCTION/ORIENTATION	TRAINING	(As	Appropriate	To	Recipients)	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20105,59,31,110,628,10,"  Welcome	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20106,165,31,110,616,10,"  General	information	of	the	project	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20107,81,31,110,603,10,"  Key	personnel	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20108,7,31,110,591,10," 
",ArialMT HIPMII+SymbolMT,10,2,0,0,0,0,,0,,
20109,39,31,128,591,10,"Site	Plan	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20110,80,31,110,579,10,"  Housekeeping	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20111,178,31,110,567,10,"  PPE	(Personal	Protective	Equipment		
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20112,57,31,110,554,10,"  Hazards		
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20113,53,31,110,542,10,"  Welfare	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20114,88,31,110,530,10,"  Fire	Procedures	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20115,59,31,110,518,10,"  First	Aid		
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20116,176,31,110,505,10,"  Accident	and	Emergency	Procedures	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20117,102,31,110,493,10,"  Rules	of	the	project	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20118,41,31,110,469,10,"Example:	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20120,469,32,65,652,10,"Prior	to	mobilization,	all	Sub‐contractors	must	ensure	that	their	workforce	has	received	EHS	training	which	is	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20121,467,32,65,640,10,"commensurate	with	the	work	being	carried	out	within	the	current	contract.	Basic	EHS	Induction/	Orientation	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20122,478,32,65,628,10,"shall	be	given	to	each	employee	before	engaging	in	the	work.	Every	employee	shall	attend	the	VAMED	Induction	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20123,221,32,65,617,10,"Training	program	before	engaging	them	into	work.		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20124,469,32,65,593,10,"The	Sub‐contractor	shall	provide	a	training	plan	and	maintain	records	to	demonstrate	compliance	to	the	plan.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20126,462,32,65,537,10,"The	Sub‐contractor	shall	prepare	and	submit	to	VAMED	a	monthly	EHS	report.	These	reports	shall	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20127,124,32,65,524,10,"include	but	not	limited	to:	
",HIPIIB+Cambria-Bold HIPIAD+Cambria,10,2,0,0,0,0,,0,,
20128,8,32,110,497,11," 
",ArialMT HIPMII+SymbolMT,10,2,0,0,0,0,,0,,
20129,411,32,128,497,10,"Incident/	accident	statistics	and	trends	with	regards	to	Health,	Safety,	and	Environmen‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20130,16,32,128,484,10,"tal		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20131,174,32,110,471,11,"  Lost	Time	Injury	Frequency	rate		
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20132,82,32,110,457,11,"  Severity	rate		
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20133,139,32,110,444,11,"  EHS	training	undertaken		
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20134,155,32,110,430,11,"  EHS	inspections	undertaken		
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20135,70,32,110,417,11,"  Violations		
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20136,153,32,110,403,11,"  Corrective	action	closed	out		
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20137,130,32,110,390,11,"  EHS	audits	undertaken		
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20138,220,32,110,376,11,"  Number	of	safety	alerts	/	communications		
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20139,297,32,110,363,11,"  Resource	consumption	and	waste	generation	and	disposal	.	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20142,457,32,65,285,10,"VAMED	holds	a	strict	policy	of	NO	SMOKING	in	all	areas	of	our	projects.	Smoking	areas	will	be	as‐
",HIPIIB+Cambria-Bold HIPINP+Cambria-Bold HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20143,457,32,65,272,10,"signed	outside	the	boundary	of	the	project	including	smoke	bins	and	fire	suppression	equipment.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20145,480,32,65,215,10,"While	working	on	VAMED	projects	the	playing	of	Cd’s,	radios,	i‐pods,	Mp3’s,	Psp’s	or	any	other	form	of	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20146,230,32,65,202,10,"music	or	entertainment	is	STRICTLY	prohibited.	
",HIPIIB+Cambria-Bold HIPINP+Cambria-Bold HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20147,473,32,65,189,10,"Playing	of	loud	music	or	any	other	kind	of	entertainment	on	the	project	may	affect	the	ability	of	your‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20148,460,32,65,176,10,"self	and	or	others	to	hear	Safety	Critical	Information	such	as	Emergency	Communications	and	con‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20149,134,32,65,163,10,"struction	machinery	alarms.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20150,120,33,65,674,12,"17.3.	Drugs	&	Alcohol	
",HIPIIB+Cambria-Bold HIPINP+Cambria-Bold HIPIAD+Cambria,12,3,0,0,0,0,,0,,
20151,482,33,65,654,10,"Any	persons	found	in	possession	or	to	be	under	the	influence	of	drugs	or	alcohol	will	be	removed	from	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20152,161,33,65,641,10,"the	project	with	immediate	effect!	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20153,475,33,65,628,10,"If	you	are	found	in	possession	or	under	the	influence	of	drugs	or	alcohol	and	damage	is	caused	to	per‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20154,470,33,65,615,10,"son/persons	or	property,	both	you	and	your	employer	will	be	held	responsible	for	the	cost	of	any	re‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20155,264,33,65,603,10,"pairs	and	loss	of	revenue	due	to	lost	time	on	the	project.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20157,483,33,65,549,10,"The	use	of	either	Pan	Masala	&	or	Bettle	nut	or	any	other	form	of	edible	tobacco	is	strictly	prohibited	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20158,121,33,65,529,10,"from	any	VAMED	project.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20160,471,33,65,456,10,"The	risk	to	the	health	of	workers	increases	as	conditions	move	further	away	from	those	generally	ac‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20161,474,33,65,443,10,"cepted	as	comfortable.	Risk	of	heat	stress	arises,	for	example,	from	working	in	high	air	temperatures,	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20162,480,33,65,430,10,"exposure	to	high	thermal	radiation	or	high	levels	of	humidity,	such	as	those	found	in	warmer	climates,	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20163,475,33,65,417,10,"foundries,	glass	works	and	laundries.	Cold	stress	may	arise,	for	example,	from	working	in	cold	stores,	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20164,272,33,65,404,10,"food	preparation	areas	and	in	the	open	air	during	winter.		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20165,471,33,65,380,10,"Assessment	of	the	risk	to	workers’	health	from	working	in	either	a	hot	or	cold	environment	needs	to	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20166,476,33,65,367,10,"consider	both	personal	and	environmental	factors.	Personal	factors	include	body	activity,	the	amount	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20167,467,33,65,354,10,"and	type	of	clothing,	and	duration	of	exposure.	Environmental	factors	include	ambient	temperature	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20168,472,33,65,341,10,"and	radiant	heat;	and	if	the	work	is	outside,	sunlight,	wind	velocity	and	the	presence	of	rain	or	snow.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20170,8,33,86,277,11," 
",ArialMT HIPMII+SymbolMT,10,2,0,0,0,0,,0,,
20171,439,33,104,276,10,"Introducing	engineering	measures	to	control	the	thermal	effects	in	a	workplace	environment,	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20172,439,33,104,264,10,"for	example	heat	effects,	may	involve	insulating	any	plant	which	acts	as	a	radiant	heat	source,	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20173,433,33,104,251,10,"thereby	improving	air	movement,	increasing	ventilation	rates	and	maintaining	the	appropri‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20174,426,33,104,238,10,"ate	level	of	humidity.	The	radiant	heat	effects	of	the	sun	on	indoor	environments	can	be	ad‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20175,421,33,104,225,10,"dressed	either	by	orientating	the	building	so	that	it	doesn’t	suffer	from	the	effects	of	solar	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20176,419,33,104,212,10,"loading,	or	where	this	is	not	possible,	by	the	use	of	blinds	or	shutters	on	windows.	Where	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20177,441,33,104,199,10,"workers	are	exposed	to	cold	and	it	is	not	reasonably	practicable	to	avoid	exposure	you	should	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20178,342,33,104,186,10,"consider,	for	example,	using	cab	heaters	in	fork‐lift	trucks	in	cold	stores;		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20179,448,33,86,160,10,"  Restriction	of	exposure	by,	for	example,	re‐organising	tasks	to	build	in	rest	periods	or	other	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20180,427,33,104,148,10,"breaks	from	work.	This	will	allow	workers	to	rest	in	an	area	where	the	environment	is	com‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20181,434,33,104,135,10,"fortable	and,	if	necessary,	to	replace	bodily	fluids	to	combat	dehydration	or	cold.	If	work	rates	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20182,415,33,104,122,10,"cause	excessive	sweating,	workers	may	need	more	frequent	rest	breaks	and	a	facility	for	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20183,130,33,104,109,10,"changing	into	dry	clothing;		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20184,458,33,86,83,11,"  Medical	pre‐selection	of	employees	to	ensure	that	they	are	fit	to	work	in	these	environments;		
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20185,462,34,86,674,11,"  use	of	suitable	personal	protective	clothing	(which	may	need	to	be	heat	resistant	or	insulating,	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20186,249,34,104,661,10,"depending	on	whether	the	risk	is	from	heat	or	cold);		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20187,450,34,86,647,11,"  Acclimatisation	of	workers	to	the	environment	in	which	they	work,	particularly	for	hot	envi‐
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20188,53,34,104,634,10,"ronments;		
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20189,227,34,86,621,11,"  Training	in	the	precautions	to	be	taken;	and		
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20190,408,34,86,608,10,"  Supervision,	to	ensure	that	the	precautions	identified	by	the	assessment	are	taken.		
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20192,414,34,88,537,11,"  Although	human	beings	possess	considerable	ability	to	compensate	for	naturally	oc‐
",ArialMT HIPIAD+Cambria HJAIGC+Wingdings-Regular,10,3,0,0,0,0,,0,,
20193,396,34,106,524,10,"curring	heat	stress,	many	occupational	environments	and/or	physical	activities	ex‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20194,398,34,106,511,10,"pose	workers	to	heat	loads	which	 are	 so	 excessive	 as	 to	 threaten	 their	 health	 and	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20195,398,34,106,498,10,"productivity.	 Interventions	 fall	 into	 five	 categories:	 maximizing	 heat	 tolerance	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20196,396,34,106,486,10,"among	 exposed	 individuals,	 assuring	 timely	replacement	 of	 lost	 fluid	 and	 electro‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20197,398,34,106,473,10,"lytes,	 altering	 work	 practices	 to	 reduce	 exertion	 heat	 load,	 engineering	control	of	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20198,235,34,106,460,10,"climatic	conditions,	and	use	of	protective	clothing.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20199,415,34,88,429,11,"  Factors	outside	the	worksite,	which	may	affect	thermal	tolerance,	should	not	be	ig‐
",ArialMT HIPIAD+Cambria HJAIGC+Wingdings-Regular,10,3,0,0,0,0,,0,,
20200,400,34,106,416,10,"nored	 in	 the	 evaluation	 of	 the	 extent	 of	 exposure	 and	 developing	 preventive	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20201,400,34,106,404,10,"measures.	 For	 example,	 the	 total	 burden	 to	 the	 body	 and	 the	 potential	 risk	 of	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20202,400,34,106,391,10,"heat	 disorders	 will	 be	 much	 higher	 if	 heat	stress	continues	during	off‐duty	hours	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20203,400,34,106,378,10,"through	work	at	second	jobs,	strenuous	leisure	 activities,	or	 living	 in	 hot	 quarters.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20204,400,34,106,365,10,"In	 addition,	 the	 state	 of	 the	 body	 is	 linked	 to	 patterns	 of	 eating	 and	 drinking,	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20205,400,34,106,352,10,"which	 may	 also	 change	 with	 season	 or	 religious	 observances.	 Worker	 in	 hot	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20206,400,34,106,339,10,"trades	should	 be	 generally	 healthy	 and	 possess	 suitable	 physical	 attributes	 for	 the	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20207,400,34,106,326,10,"work	 to	 be	 done.	Obesity	and	cardiovascular	disease	are	conditions	that	add	to	the	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20208,397,34,106,313,10,"risks,	 and	 individuals	 with	 a	 history	 of	 previous	 unexplained	 or	 repetitive	 heat	 ill‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20209,306,34,106,300,10,"ness	should	not	be	assigned	to	tasks	involving	severe	heat	stress.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20210,418,34,88,282,11,"  Various	 physical	 and	 physiological	 characteristics	 which	 may	 affect	 heat	 tolerance	
",ArialMT HIPIAD+Cambria HJAIGC+Wingdings-Regular,10,3,0,0,0,0,,0,,
20211,400,34,106,269,10,"are	 discussed	 below	 and	 fall	 into	 two	 general	 categories:	 inherent	 characteristics	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20212,400,34,106,256,10,"beyond	the	control	of	 the	 individual,	 such	 as	 body	 size,	 gender,	 ethnicity	 and	 age;	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20213,397,34,106,243,10,"and	 acquired	 characteristics,	which	 are	 at	 least	 partly	 subject	 to	 control	 and	 in‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20214,397,34,106,230,10,"clude	 physical	 fitness,	 heat	 acclimatization,	 obesity,	 medical	 conditions	 and	 self‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20215,71,34,106,217,10,"induced	stress.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20216,418,34,88,198,11,"  Employee‟s	 through‐out	 the	 Louvre	 project	 will	 be	 informed	 of	 the	 nature	 of	 heat	
",ArialMT HIPIAD+Cambria HJAIGC+Wingdings-Regular,10,3,0,0,0,0,,0,,
20217,400,34,106,185,10,"stress	 and	 its	 negative	 effects	 as	 well	 as	 the	 protective	 measures	 provided	 at	 the	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20218,54,34,106,172,10,"workplace.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20219,418,34,88,154,11,"  They	will	have	a	basic	understanding	that	heat	tolerance	depends	to	a	large	extent	
",ArialMT HIPIAD+Cambria HJAIGC+Wingdings-Regular,10,3,0,0,0,0,,0,,
20220,262,34,106,141,10,"upon	drinking	enough	water	and	eating	a	balanced	diet.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20221,8,34,88,122,10," 
",ArialMT HJAIGC+Wingdings-Regular,10,2,0,0,0,0,,0,,
20222,400,34,106,122,10,"In	addition,	all	employees	will	have	an	understanding	of	the	signs	and	symptoms	of	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20223,397,34,106,109,10,"heat	 stress	 which	 include	 dizziness,	 faintness,	 breathlessness,	 palpitations	 and	 ex‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20224,59,34,106,96,10,"treme	thirst.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20225,418,35,88,674,11,"  All	 employees	 will	 understand	 the	 basic	 first	 aid	 treatment	 this	 will	 be	 done	 via	
",ArialMT HIPIAD+Cambria HJAIGC+Wingdings-Regular,10,3,0,0,0,0,,0,,
20226,400,35,106,661,10,"tool	 box	 talks	 given	 by	 the	 site	 nursing	team.A	 Heat	 Stress	 Management	 plan	 has	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20227,364,35,106,648,10,"been	implemented	on	site	and	is	in‐accordance	with	AD	EHSMS	RF‐	COP	9.2.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20228,428,35,65,630,10,"										The	project	will	ensure	that	the	following	is	provided	on	site	to	help	with	re	hydration.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20229,421,35,88,611,11,"  Safe,	palatable	water	will	be	located	at	each	work	area	this	will	be	in	the	form	of	igloos	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20230,231,35,88,591,11,"  Water	coolers	will	be	placed	in	each	rest	area	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20231,347,35,88,572,11,"  Rest	areas	will	be	provided	that	will	give	shade	and	be	air	conditioned	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20232,441,35,88,552,11,"  Sub‐contractors	will	be	required	to	submit	a	Heat	Stress	plan	prior	to	the	summer	months.	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20234,458,35,65,486,10,"References	can	be	made	to	the	Site	General	Lifting	plan	which	is	a	separate	document	that	is	de‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20235,429,35,65,473,10,"signed	for	general	site	wide	lifting	with	description	for	wind	speeds	and	the	usage	of	Cranes	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20236,440,35,65,454,10,"When	 high	 winds	 create	 a	 hazard	 to	 the	 work	 being	 performed	 i.e.	Instability	 in	 elevated	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20237,438,35,65,441,10,"areas,	limited	visibility	due	to	dust	or	particles	in	the	air,	unmanageable	 materials,	supervi‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20238,440,35,65,428,10,"sion	 will	 stop	 work	 activities,	 and	 they	 will	 reassign	 work	 areas,	 properly	store	 and	secure	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20239,385,35,65,415,10,"materials	which	might	blow	way,	injure	someone	or	damage	securing	 equipment.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20240,435,35,65,397,10,"Appropriate	 materials	 will	 be	 made	 available	 on	 the	 project	 to	 facilitate	 the	 of	property,	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20241,121,35,65,384,10,"materials	and	equipment.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20242,440,35,65,365,10,"Although	 the	 storm	 may	 have	 passed,	 hazards	 may	 still	 exist	 because	 of	 unstable	 or	 other	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20243,438,35,65,352,10,"hazardous	conditions.	Therefore,	a	safety	and	property	damage	assessment	will	be	conduct‐
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20244,440,35,65,339,10,"ed	by	the	Construction	team	and	passed	to	the	HSE	team	structures	on	site,	for	planned	clean	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20245,262,35,65,326,10,"up	prior	to	the	startup	of	normal	construction	activities.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20247,477,35,65,262,10,"Watch	out	for	lying	debris	or	loosely	fixed	materials	that	may	be	blown	from	higher	levels,	Tree	limbs	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20248,354,35,65,249,10,"that	may	break;	Street	signage	that	may	become	loose	during	strong	winds.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20249,463,35,65,223,10,"When	possible	take	cover	under	a	shelter	or	inside/	besides	a	building,	stand	clear	of	road	ways	or	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20250,347,35,65,210,10,"leading	edges	as	gusts	may	blow	you	over	and	or	into	on‐coming	vehicles.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20251,460,35,65,184,10,"Avoid	elevated	areas	such	as	scaffoldings,	shuttering	tables.	Avoid	anything	that	may	have	contact	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20252,314,35,65,171,10,"with	downed	powerlines	and	contact	a	member	of	the	safety	team.	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
20253,460,35,83,145,11,"  Do	not	touch	anyone	who	has	been	shocked,	indirect	or	direct	contact	with	power	lines	and	or	
",ArialMT HIPMII+SymbolMT HIPIAD+Cambria,10,3,0,0,0,0,,0,,
20254,440,35,101,132,10,"supply.	You	may	also	become	a	second	victim.	Call	for	medical	attention	as	quickly	as	possible	
",HIPIAD+Cambria,10,1,0,0,0,0,,0,,
